,Unnamed: 0,Id,Impact,Urgency,IncidentType,ServiceProcessed,MailSubject,MailTextBody,ManualGroups,Combined_Content
1857,1243,INC000009497521,3-Moderate/Limited,4-Low,Failure,EDA_S_BA_UCC_Benutzertelefonie,Skype funktioniert nicht,hallo zusammen  könnt ihr ein ticket eröffnen und an die zuständige stelle senden.  auf meinem client funktioniert seit mehreren tagen skype nicht mehr. beim starten erscheint folgende meldung:  this app has been blocked by your system administrator.  client: edaws 200861   besten dank und gruss,,skype funktionieren ticket zuständig senden client funktionieren mehrer skype starten erscheinen meldung this app has blocked your system administrator client edaws gut gruss
1858,1242,INC000009497520,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_2FA,Anstellung von Frau Muster Max MXM - Fragen zum Prozess Smartcard,"liebes helpdesk team  ich plane die einführung unserer neuen mitarbeiterin:  frau Muster Max kzo  sie hat ihre berufslehre diesen sommer beim eda abgeschlossen. meine frage ist, ob die smartcard von frau Muster wieder aktiviert werden kann, oder sie beim smartcard office den «normalen» prozess durchläuft wie alle neuen mitarbeitenden.  dank",,anstellung fragen prozess smartcard lieb team plane einführung mitarbeiterin kzo berufslehre abschließen fragen smartcard aktivieren smartcard office normal prozess durchlaufen mitarbeitend
1859,1241,INC000009497476,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_UCC_Benutzertelefonie,sind zwei Telefonnummern für eine Mitarbeiterin technisch möglich ?,"sehr geehrte damen und herren  am 2.8.19 wird eine ma der dv ihr pensum von 20% auf 60% aufstocken, d.h. sie wird 20% für eine sektion und die anderen 40% für eine zweite sektion arbeiten. deshalb haben wir uns überlegt, ob es ev. praktischer wäre wenn sie zwei telefonnummern hätte.  können sie mir sagen, ob es technisch überhaupt möglich ist, dass eine ma zwei telefonnummern hat? und wenn ja, wie/bei wem ich diese zweite telefonnummer bestellen kann?  vielen herzlichen dank im voraus für ihr feedback. freundliche grüsse",,telefonnummern mitarbeiterin technisch pensum aufstocken sektion zweite sektion überlegen praktisch telefonnummern technisch telefonnummern wiebei zweite telefonnummer bestellen herzlich voraus feedback
1860,1240,INC000009497068,3-Moderate/Limited,3-Medium,Failure,EDA_S_BA_UCC_Benutzertelefonie,Sign-in Skype funktioniert nicht,"guten tag  skype kann sich bei meinem computer (0 1 2 3 ) nach meiner versetzung nach lima nicht einloggen, der log-in bleibt im status «contacting server and signing in …» (siehe bild unten)  vielen dank und beste grüsse",,signin skype funktionieren tag skype computer versetzung einloggen login status contacting server signing
1861,1239,INC000009496886,4-Minor/Localized,4-Low,Service Request,EDA_ANW_CH@World (MOSS),CH@WORLD Problem mit eingeschränkten Folders/Records,"guten tag  in ch@world besteht seit längerem das problem, dass beim eröffnen eines neuen record oder folder, eine liste von gruppen und personen unter «set restricted user permissiosn» eingetragen sind.  diese personen und gruppen werden per default in vielen dossiers eingetragen und können auch bei geschlossenen records den inhalt sehen und sollten auf keinen fall einsicht auf diesen haben.  so wie es aussieht besteht das problem immer dort, wo einer externen person zugang gegeben wurde. dieser zugang wird danach hierarchisch weitergegeben.   besten dank",,chworld problem eingeschränkt foldersrecords tag chworld lang problem record folder liste gruppen personen set restricted user permissiosn eintragen personen gruppen default dossiers eintragen geschlossen records inhalt einsicht aussehen problem extern person zugang zugang hierarchisch weitergeben gut
1862,1236,INC000009496598,4-Minor/Localized,4-Low,Failure,EDA_S_BA_2FA,Information über weiteres Key Recovery Problem,"lieber stefan,  wie schon gestern gemeldet und besprochen, hatte ich heute wiederum einen benutzer (mvy) bei welchem das «key recovery» mit dem fehler «cannot recover key, failed to unwarp…» geendet hat. gemäss unserer besprechung von heute konnte das problem beim benutzer mit der durchfühung des «re-encrypt» umgangen werden.  [cid:image002.jpg@01d53c8b.c9a174e0]  vielleich kannst du diesen erneuten vorfall dazu nützen, das bit zu einer untersuchung und längerfristigen problembehebung zu bewegen.  viel erfolg und liebe grüsse",,key recovery problem melden besprechen benutzer mvy key recovery fehler cannot recover key failed unwarp enden besprechung problem benutzer durchfühung reencrypt umgangen vielleich erneut vorfall nützen bit untersuchung längerfristig problembehebung bewegen erfolg
1863,1235,INC000009496568,4-Minor/Localized,4-Low,Service Request,EDA_S_Netzdrucker,Adressbuch,"guten morgen nach bern,  leider kann man die mailadressen nicht mehr selber hinzufühgen und muss das helpdesk anfragen.  lönnten sie mir bitte auf dem  mfg rom-l-0 1 2 3 x576 büro missionschef  btg,gil.kgi,dvt,bnv,franca, anaan;tbr, pag, pxs löschen.   https://www.admin.ch>  falls noch andere adressen angefühgt werden müssen melde ich mich  mfg   andreas clemenz  ambasciata di svizzera via barnaba oriani 0 1 2 3 roma  tel 0 1 2 3 https://www.admin.ch>",,adressbuch mailadressen hinzufühgen anfragen lönnten mfg roml0 büro missionschef btggilkgidvtbnvfranca anaantbr pag pxs löschen adressen angefühgt melden mfg clemenz ambasciata svizzera via oriani tel
1864,1234,INC000009496380,4-Minor/Localized,4-Low,Service Request,EDA_S_Order Management,Zwei neue Bildschirme,"guten tag  leider habe ich online keinen weg gefunden diese anfrage zu platzieren, daher schreibe ich ihnen diese email: herr witschi roger wünscht für telefonkonferenzen einen bildschirm, welchen man an der wand anbringen kann und ein separates mikrofon, welches man auf dem tisch platziert. zudem benötigen wir einen zweiten bildschirm, welchen wir bei uns im amt im «empfangsraum» platzieren / aufhängen, auf dem diverse maritime news angezeigt werden.  wie müssen wir für die beschaffung dieser beiden bildschirme vorgehen?  vielen dank für ihr feedback und freundliche grüsse",,bildschirme tag finden anfrage platzieren email wünschen telefonkonferenzen bildschirm anbringen separat mikrofon platziert benötigen zweit bildschirm amt empfangsraum platzieren aufhängen divers maritime news anzeigen beschaffung bildschirme vorgehen feedback
1865,1233,INC000009496060,4-Minor/Localized,4-Low,Failure,EDA_S_BA_Mailbox,Out of office ohne outlook Zugriff,"guten tag,  ich habe seit letzter woche kein zugriff auf nein outlook (ausser auf dem telefon) und war diesbezüglich mehrmals mit ihnen in kontakt. nun bin ich ferien-galber abwesend und konnte kein out of office installieren. könnten sie mir bitte dabei behilflich sein?   besten dank und freundliche grüsse",Outlook,out office outlook zugreifen tag letzt woche zugreifen outlook telefon diesbezüglich mehrmals kontakt feriengalber abwesend out office installieren behilflich gut
1866,1232,INC000009496047,2-Significant/Large,2-High,Failure,EDA_ANW_SysP eDoc,Störung der Backup-Station,"sehr geehrter herr becker  leider haben wir ein problem mit der backup-station. diese lässt sich nicht mehr aufstarten.  es erscheint eine fehlermeldung in zusammenhang mit dem boot device (s. bild). ich habe alle kabel aus- und wieder eingesteckt und habe die backup-station mehrmals neu gestartet. wenn ich bei erscheinen der fehlermeldung eine beliebige taste drücke, so erscheint nach einiger zeit wieder dieselbe fehlermeldung.  wir müssen morgen dringend eine visavignette drucken, insofern bin ich für ihren raschen support sehr dankbar.  freundliche grüsse",,störung backupstation problem backupstation lässt aufstarten erscheinen fehlermeldung zusammenhang boot device einstecken backupstation mehrmals starten fehlermeldung beliebig taste drücken erscheinen zeit fehlermeldung dringen visavignette drucken rasch support dankbar
1867,1231,INC000009496045,3-Moderate/Limited,4-Low,Failure,EDA_S_BA_ServerAusland,Regelmässiger Ausfall Server 0 1 2 3 nach Stromausfall,"sehr geehrte damen und herren  seit knapp 5 wochen fällt der server 0 1 2 3 jedes mal nach einem stromausfall aus. d.h. er muss manuell wieder gestartet werden. es scheint, dass unser backup zu schwach ist, um alle server zu unterstützen.  darf ich sie bitten, mir mitzuteilen, welche möglichkeiten bestehen, dass dies zukünftig nicht mehr passiert.  besten dank für ihre rückmeldung.  freundliche grüsse",,regelmässiger ausfall server stromausfall wochen fällen server stromausfall starten scheinen backup schwach server unterstützen mitteilen möglichkeiten zukünftig passieren gut rückmeldung
1868,1230,INC000009496038,4-Minor/Localized,4-Low,Failure,EDA_S_Netzdrucker,Druckerprobleme,"guten tag nach bern  nun noch meine vierte e-mail an sie. unser hp officejet pro x576dw mfp spuckt. unten sehen sie die fehlermeldung. gleichzeitig blinken alle lämpchen. wir haben den drucker mehrmals abgestellt und neugestartet – jedes mal ohne erfolg.  weiter ist uns aufgefallen, dass wenn wir die klappe zu den patronen öffnen, diese nicht ausgewechselt werden können. sie werden von einer klappe bedeckt. diese ist blockiert und kann nicht angehoben werden.  kennen sie einen kniff um die blockierung zu lösen?  besten dank für ihre bemühungen.  freundliche grüsse",Drucker___Multifunktionsgeräte_,druckerprobleme tag vierte email officejet mfp spucken fehlermeldung blinken lämpchen mehrmals abstellen neugestartet erfolg auffallen klappen patronen öffnen auswechseln klappen bedecken blockieren anheben kneifen blockierung lösen gut bemühungen
1869,1229,INC000009496026,4-Minor/Localized,4-Low,Service Request,EDA_ANW_Intranet/Collaboration EDA,Anleitung Dokumente aufladen auf Gruppen und Themen,"v\:* {behavior:url(#default#vml);} o\:* {behavior:url(#default#vml);} w\:* {behavior:url(#default#vml);} .shape {behavior:url(#default#vml);}          guten abend!  wir m�chten auf der folgenden seite    dokumente entfernen (neueste ppp) und neue laden?   k�nnen sie mir bitte die anleitung senden? ich finde einige, aber nicht die richtige. wer vom webteam k�nnte ich kontaktieren, wenn ich noch fragen h�tte?  besten dank",Intranet,anleitung dokumente aufladen gruppen themen behaviorurldefaultvml behaviorurldefaultvml behaviorurldefaultvml shape behaviorurldefaultvml mchten dokumente entfernen neueste ppp laden knnen anleitung senden richtige webteam knnte kontaktieren fragen htte gut
1870,1228,INC000009495737,4-Minor/Localized,4-Low,Service Request,EDA_ANW_SAP Services,Antrag Installation Entwickler-Tools,"guten tag  bekanntlich wird die bv ab sofort und in den nächsten jahren auf sap s4/hana upgraden. im rahmen des entsprechenden projektes superb23 sind an den bestehenden programmen zahlreiche änderungen vorzunehmen. auch im eda. dazu ist es zwingend nötig, dass die programmierer die neuen, offiziellen abap entwickler-tools von sap nutzen können.  auf dem client von jean-louis vial vialo (asset-nr. ..0 1 2 3 ) müsste demnach folgende software installiert werden:   ·     eclipse plattform 2019-03 (4.11)  ·     installer für abap development tools (direkt aus eclipse)  wir gehen davon aus, dass die folgende, ebenfalls benötigte software, bereits auf dem client vorhanden sind.   ·     java runtime: jre version 11 (für 64-bit)  ·     microsoft vc runtime: dlls vs2010 für windows  wir können die software selber downloaden und installieren, benötigen dazu aber für eine kurze zeit (ca. 30 minuten) die administratorenrechte. von der installation ist nur eine person, bzw. ein einziger client betroffen.  wir sind ihnen sehr dankbar, wenn wir die installation möglichst bald vornehmen können.  freundliche grüsse",,antrag installation entwicklertools tag nächst jahren sap s4hana upgraden rahmen projektes superb23 bestehend programmen zahlreiche änderungen vornehmen zwingen nötigen programmierer offiziell abap entwicklertools sap client vialo assetnr software installieren eclipse plattform installer abap development tools eclipse benötigen software client vorhanden java runtime jre microsoft runtime dlls windows software downloaden installieren benötigen kurze zeit minuten administratorenrechte installation person einzig client betreffen dankbar installation vornehm
1871,1227,INC000009495462,4-Minor/Localized,4-Low,Failure,EDA_S_APS_Monitor,Wackelkontakt Bildschirm,"guten tag,  mein bildschirm – nicht vom laptop – hat einen wackelkontakt. ist es möglich diesen zu ersetzen/reparieren?  vielen dank und freundliche grüsse",,wackelkontakt bildschirm tag bildschirm laptop wackelkontakt ersetzenreparieren
1872,1226,INC000009494763,4-Minor/Localized,4-Low,Failure,EDA_S_Netzdrucker,drucken mit smartcard,"guten tag  bei mir funktioniert das drucken via smartcard nicht, d.h. wenn ich mich mit der smartcard anmelde, finde ich keine gespeicherten jobs.  heute hatte ich einige dokumente dort zum drucken gegeben, nun frage ich mich, wo diese aufträge denn gelandet sind.  könnten sie das überprüfen?  dank",,drucken smartcard tag funktionieren drucken via smartcard smartcard anmelden gespeichert jobs dokumente drucken fragen aufträge landen überprüfen
1873,1224,INC000009494126,3-Moderate/Limited,4-Low,Service Request,EDA_S_Order Management,Bestellung Software Adobe Acrobat,sehr geehrte damen und herren  die abteilung ip muss für ihre pdf formulare bestehende dokumente in interaktive formulare umwandeln. bis anhin habe ich dies auf meinem privaten computer mit meiner creative cloud lizenz gemacht.  nun sollte für das zukünftige bearbeiten die software «adobe acrobat» für alle mitarbeitenden zur verfügung stehen. können wir dazu die lizenz beantragen?  freundliche grüsse,,bestellung software adobe acrobat abteilung pdf formulare bestehend dokumente interaktive formulare umwandeln anhin privat computer creative cloud lizenz zukünftig software adobe acrobat mitarbeitend verfügung lizenz beantragen
1874,1223,INC000009494064,4-Minor/Localized,4-Low,Service Request,EDA_S_APS_OS_BasisSW,2 Software Anliegen - Installation fabasoft und Word Formatvorlagen,"sehr geehrte damen und herren  ich habe zwei software anliegen.   1.   ich habe gesehen, dass ich in meinem word nicht auf die eda formatvorlagen zugreifen kann. können sie mir sagen, wie ich das ändern kann?  2.   ich habe gesehen, dass fabasoft (dms) auf meinem computer noch nicht installiert ist. könnten sie mir bei der installation helfen?  herzlichen dank",Word|Software_Center,software anliegen installation fabasoft word formatvorlagen software anliegen word formatvorlagen zugreifen ändern fabasoft dms computer installieren installation herzlich
1875,1222,INC000009493988,2-Significant/Large,4-Low,Failure,EDA_S_BA_UCC_Benutzertelefonie,"Tirana - Albanien, alle Users kein Zugriff auf Skype von Business","guten tag helpdesk  nach behebung des problems mit serverausfall in tirana, nun alle users können nicht in skype von business einloggen.  darf ich sie um eine lösung des problems bitten?  besten dank",,tirana albanien users zugreifen skype business tag behebung problems serverausfall tirana users skype business einloggen lösung problems gut
1876,1221,INC000009493924,4-Minor/Localized,4-Low,Service Request,EDA_S_Netzdrucker,Neue Smartcard registrieren für SecPrint,"guten morgen  herr nicolas randin, abteilungsleiter a&p, hat eine neue smartcard. nun möchte er diese registrieren, um secprint weiterhin nutzen zu können.  in der anleitung steht man müsse zuerst die alte löschen (wählen sie einrichten, im webinterface). könnten sie mir bitte erklären wo diese funktion ersichtlich ist? für mich ist es unklar wo.  danke für ihre unterstützung.  freundliche grüsse",Drucker___Multifunktionsgeräte_,smartcard registrieren secprint abteilungsleiter smartcard registrieren secprint anleitung müssen alt löschen wählen einrichten webinterface erklären funktion ersichtlich unklar unterstützung
1877,1220,INC000009493797,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_2FA,Smartcard defekt,"guten tag  meine smartcard ist defekt. am laptop arbeiten kann ich, stempeln geht jedoch nicht.  bitte senden sie mir den link für einen termin im smartcard office in bern.  vom 21. juli bis zum 21. august bin ich im ausland.  vielen dank. freundliche grüsse",,smartcard defekt tag smartcard defekt laptop stempeln senden link termin smartcard office
1878,1219,INC000009493418,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_2FA,Verschlüsselte E-Mail mit neuer Smartcard nicht mehr zu öffnen,"liebe kolleginnen und kollegen  ich benutzte seit kurzem eine neue smartcard und stelle nun fest, dass ich alte verschlüsselte e-mails nicht mehr öffnen kann. gibt es da eine lösung? im intranet habe ich dazu nichts gefunden.  merci und freundliche grüsse",,verschlüsseln email smartcard öffnen kolleginnen benutzen kurz smartcard alt verschlüsseln emails öffnen lösung intranet finden
1879,1218,INC000009493056,4-Minor/Localized,4-Low,Service Request,EDA_S_Mobile Kommunikation,Secure Mail Smartphone : Kennwort eingeben,"guten tag  auf meinem smartphone verlangt das secure-mail ein kennwort. wenn ich das mdm kennwort eingebe, meldet das system, es sei das falsche kennwort. mein windows passwort und die citrix pin funktionieren ebenfalls nicht.  haben sie vielleicht noch einen tipp?  danke und beste grüsse",Smart_Device___MDM,secure mail smartphone kennwort eingeben tag smartphone verlangen securemail kennwort mdm kennwort eingeben melden system falsch kennwort windows passwort citrix pin funktionieren tipp
1880,1216,INC000009492784,4-Minor/Localized,4-Low,Failure,EDA_S_BA_UCC_Benutzertelefonie,Mikrophon funktioniert nach Windows update nicht mehr,"sehr geehrte damen und herren,  nachdem ich jetzt geschlagene 40 minuten in ihrer warteschlange war, bitte ich sie höflich um schriftliche instruktionen, wie das mikrophon (für skype) wieder in betrieb genommen werden könnte.  besten dank",Benutzeranleitungen_Telefonie,mikrophon funktionieren windows update geschlagen minuten warteschlange höflich schriftlich instruktionen mikrophon skype betrieb gut
1881,1214,INC000009491758,3-Moderate/Limited,3-Medium,Failure,EDA_ANW_SysP eDoc,Probleme mit der Biometrie,"guten tag aus buenos aires,   seit monaten ist die aufnahme der biometriedaten extrem langsam:   -    die bedienung des auf und ab der kamera ist sehr langsam und stockend;  -    die auditive verbindung extrem verzögert;  -    aufnehme der fingerprints sehr langsam.  ich wäre ihnen dankbar wenn sie abklären könnten, ob und was wir zur verbesserung der bedienung der enrolment station machen können.  besten dank im voraus und freundliche grüsse",,probleme biometrie tag buenos monaten aufnahme biometriedaten extrem bedienung stocken auditiv verbindung extrem verzögern aufnehmen fingerprints dankbar abklären verbesserung bedienung enrolment station gut voraus
1882,1213,INC000009491733,4-Minor/Localized,4-Low,Failure,EDA_S_BA_2FA,Rückruf MXM: Login SmartCard,"guten tag,  wir bitten sie für user iol (temporäre anstellung ferienvertretung bei sektion h-log) laptop id 0 1 2 3 infolge inkonsistentem smartcard-zugang um rückruf auf das mobiltelefon von Max Muster: 0 1 2 3 wir hoffen sie können rasch ein provisorisches login erteilen, damit die laufende arbeit nicht behindert wird,  bei bedarf stehe ich (am arbeitsplatz gegenüber) für authentifiziertung oder auskunft zur verfügung besten dank im voraus, freundliche grüsse",,rückruf login smartcard tag user iol temporär anstellung ferienvertretung sektion hlog laptop inkonsistent smartcardzugang rückruf mobiltelefon hoffen provisorisch login erteilen laufend arbeit behindern stehen arbeitsplatz authentifiziertung auskunft verfügung gut voraus
1883,1212,INC000009491136,3-Moderate/Limited,3-Medium,Service Request,EDA_S_Order Management,Benutzerin MXM (Muster Max) wird Versetzt - Outlook Export Tool steht nicht zur Verfügung. ,"liebe kolleginnen und kollegen im helpdesk,  die nachstehende benutzerin wird diese vertretung in moskau in den nächsten stunden verlassen und am 5. august 2019 ihre neue arbeit in bern aufnehmen. es scheint allerdings so, dass für diese versetzung keine eorder erstellt wurde, denn das outlook export-tool steht auch heute noch immer nicht zur verfügung.  ich bitte daher, die outlook mailbox der betroffenen durch die it vom server in moskau auf den server in bern verschieben zu lassen.  familienname  Muster  vorname  Max  kürzel  szw   vielen dank für euer verständnis und die bemühungen.  liebe grüsse",Mitnahme_der_persönlichen_Daten_bei_Versetzung,benutzerin versetzen outlook export tool verfügung kolleginnen nachstehend benutzerin vertretung nächst stunden verlassen arbeit aufnehmen scheinen versetzung eorder erstellen outlook exporttool verfügung outlook mailbox betroffen server server verschieben familienname vorname kürzel szw verständnis bemühungen
1884,1211,INC000009491107,3-Moderate/Limited,2-High,Failure,EDA_S_Netzdrucker,Multifunktionsdrucker Scannt nicht,"guten tag  unser multifunktionsdrucker kann nicht mehr scannen. zwar kann man im menu die optionen (z.b. 2-seitiges original etc.) anwählen, aber der button «scan» (oder «send» - ich bin nicht mehr sicher was genau er anzeigt) wird nie grün und somit auch nicht aktiv.  es handelt sich um den drucker mit folgenden nummern:  angaben auf gelbem kleber: wto-0 1 2 3 angaben auf strichcode-kleber: eda-0 1 2 3 standort: neben dem büro a2118  besten dank im voraus für eine rasche behebung des problems.  freundliche grüsse",,multifunktionsdrucker scannt tag multifunktionsdrucker scannen menu optionen 2seitiges original anwählen button scan send anzeigen grün aktiv handeln nummern angaben gelb wto0 angaben strichcodekleber eda0 standort büro gut voraus behebung problems
1885,1209,INC000009491006,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_Mailbox,Outlook: Erinnerung setzen ohne Termineintrag im Kalender,"guten tag  ich habe viele wiederkehrende erinnerungen im outlook kalender gespeichert.  es stört mich jedoch, dass hierfür jeweils ein kalender-eintrag in outlook nötig ist (blockierte zeiten).  gibt es die möglichkeit, einzelne (wiederkehrende) erinnerungen zu setzen, ohne dass man diese im outlook kalender sehen kann? oder gibt es hierfür vielleicht ein anderes internes programm, das ich nicht kenne?  danke für den tipp  viele grüsse",Outlook,outlook erinnerung termineintrag tag wiederkehrend erinnerungen outlook speichern stören hierfür jeweils kalendereintrag outlook nötigen blockieren zeiten möglichkeit einzelne wiederkehrend erinnerungen outlook hierfür intern programm tipp
1886,1208,INC000009490928,4-Minor/Localized,4-Low,Service Request,EDA_S_Netzdrucker,Ersatz Xerox-Drucker,"sehr geehrte damen und herren  ich weiss nicht, ob ich bei ihnen richtig bin – ansonsten wäre ich froh, denn sie dieses mail bitte an die zuständige stelle weiterleiten könnten.  die firma, bei welcher wir unseren xerox-drucker gemietet haben, hat uns kontaktiert, weil unser vertrag abgelaufen ist und erneuert werden müsste.  leider haben sie keine xerox-drucker mehr in ihrem sortiment und unterbreiten uns deshalb beiliegende offerte.  ich bitte sie, abzuklären, ob dieses gerät mit dem eda-netz tauglich wäre.  falls nicht, müssten wir einen anderen vertragspartner finden, der noch xerox führt, was in dem kleinen luxemburg gar nicht so einfach ist!  besten dank und freundliche grüsse aus luxemburg   mat beschte gréiss mit freundlichen grüssen avec mes meilleures salutations  martina kerger betriebsleiterin & assistentin des botschafters chef de service & assistante de l'ambassadeur  schweizerische botschaft ambassade de suisse 25a, boulevard royal l-0 1 2 3 luxemburg  • boîte postale 0 1 2 3 , l-2014 luxembourg  • (+https://www.admin.ch>  klick to follow links:  [http://www.extremnews.com/images/full-f554d45f9adb44d2a59979e419fb548dhttps://www.admin.ch>  [facebook-logo klein] <https://www.facebook.comhttps://www.admin.ch> sent: friday, july 5, 2019 11:06 am to: kerger https://www.admin.ch> subject: angebot  frau kerger,  anbei unser angebot über einen farbkopierer.  falls sie noch fragen haben, zögern sie bitte nicht mich anzurufen.  mit freundlichen grüsse",,ersatz xeroxdrucker richtig mail zuständig weiterleiten firma xeroxdrucker mieten kontaktieren vertrag ablaufen erneuern xeroxdrucker sortiment unterbreiten beiliegend offerte abklären geraten edanetz tauglich vertragspartner xerox führen luxemburg gut luxemburg beschte gréiss freundlich grüssen avec mes meilleures salutations betriebsleiterin assistentin botschafters chef service assistante lambassadeur schweizerische botschaft ambassade suisse boulevard royal luxemburg boîte postale luxembourg follow facebooklogo sent friday july subject angebot anbei angebot farbkopierer fragen zögern anrufen freundlich
1887,1207,INC000009490906,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_2FA,FW: Neues Kennwort,guten tag  gerne leiten wir diese frage wegen der passwortsetzung der zuständigkeit an sie weiter.  besten dank,,kennwort tag leiten fragen passwortsetzung zuständigkeit gut
1888,1206,INC000009490661,4-Minor/Localized,4-Low,Failure,EDA_ANW_ZACWEB,"Zac web, Astrid Schneider, GK Barcelona",guten tag  seit gestern nachmittag kann ich das zac web nicht mehr im explorer und auch nicht im firefox öffnen. wie kann ich das wieder herstellen?  vielen dank im voraus und beste grüsse,,web barcelona tag nachmittag web explorer firefox öffnen herstellen voraus
1889,1205,INC000009490210,4-Minor/Localized,4-Low,Failure,EDA_S_BA_Mailbox,Meldung Outlook Data File Password,"sehr geehrte damen und herren  meine kollegin, frau roslinda mohamed taib, erhält jeden tag beim öffnen von outlook diese meldung nach einem passwort. sie klickt es dann mit cancel weg. wissen sie, warum diese meldung erscheint?  besten dank im voraus für ihr feedback.  freundliche grüsse",Outlook,meldung outlook data file password tag öffnen outlook meldung passwort klickt cancel wissen meldung erscheinen gut voraus feedback
1890,1204,INC000009489866,4-Minor/Localized,4-Low,Failure,EDA_S_BA_UCC_IVR,IVR Max Sharma MXM,"guten tag  ich hatte das helpdesk diesbezüglich bereits kontaktiert (ich glaube es war letzte oder vorletzte woche), jedoch scheint kein ticket eröffnet worden zu sein, da ihre mitarbeiterin vermutete, es würde sich um ein allgemeines problem handeln, da bangkok dasselbe gemeldet hätte. ebenfalls bestand beim eintritt dieser mitarbeiterin bereits ein problem im ivr (inc000009461792).  frau sharma kann interne anrufe tätigen und erhalten, externe jedoch nicht. ich sehe nichts verdächtiges im ucc. können sie mir bei der lösung dieses problems bitte behilflich sein?  vielen dank!  mit freundlichen grüsse",Interactive_Voice_Response__IVR_,ivr tag diesbezüglich kontaktieren glauben vorletzte woche scheinen ticket mitarbeiterin vermuten problem handeln bangkok melden bestand eintreten mitarbeiterin problem ivr interne anrufe tätig externe verdächtiges ucc lösung problems behilflich freundlich
1891,1203,INC000009489638,4-Minor/Localized,4-Low,Service Request,EDA_S_APS_Peripherie,neue Dockingstation,"guten tag  per august kommt eine lernende, welche einen hp laptop hat. dazu bräuchten wir für den arbeitsplatz entsprechend eine neue dockingstation.  die alte docking inkl. laptop von der lernenden (kzo), welche per sofort schon weg ist (austritt) kann ich ihnen retournieren.  danke und beste grüsse",,dockingstation tag lernend laptop bräuchten arbeitsplatz dockingstation alt docking inkl laptop lernend kzo austreten retournieren
1892,1200,INC000009488546,4-Minor/Localized,4-Low,Service Request,EDA_S_Zusätzliche Software,Beratung zu Programm für Projektplanung,"guten tag !  ich muss für das bauprojekt zollikofen die eda-interne planung vornehmen in welcher zum beispiel zusammenhänge zwischen arbeiten in den arbeitsgruppen und entscheide der direktoren, oder zu bbl meinlensteinen ersichtlich sein müssen. spontan würde ich das in excel machen, so etwa nach diesem modell:  [cid:image001.png@01d536fc.ab552480]  oder nach diesem :  [cid:image002.jpg@01d536fc.ab552480]    gäbe es eventuell ein besseres, mehr oder weniger selbsterklärendes tool, das ich dafür verwenden könnte?  vielen dank",,beratung programm projektplanung tag bauprojekt zollikofen edainterne planung vornehm beispiel zusammenhänge arbeitsgruppen entscheide direktoren bbl meinlensteinen ersichtlich spontan excel geben eventuell selbsterklärendes tool verwenden
1893,1199,INC000009487892,4-Minor/Localized,4-Low,Service Request,EDA_S_Mobile Kommunikation,Anmeldung privates iPhone für MDM,"liebes helpdesk-team,  ich habe soeben im eorder (siehe beilage) mein neues privates iphone für mdm angemeldet. wie sie sehen können, verfüge ich bereits über eine mdm-anmeldung für ein iphone 7, das mir von der vertretung in san francisco abgegeben wurde. diese konfiguration werde ich in kürze löschen infolge meiner versetzung nach südafrika. deshalb bitte ich sie, mir ausnahmsweise zu erlauben, mit zwei «privaten» iphones im mdm angemeldet zu sein. die löschung wird anfangs august vor meiner versetzung erfolgen.  danke für ihr verständnis.  mit freundlichen grüsse",Smart_Device___MDM|Mitnahme_der_persönlichen_Daten_bei_Versetzung,anmeldung privat iphone mdm lieb helpdeskteam eorder beilage privat iphone mdm anmelden verfügen mdmanmeldung iphone vertretung san francisco abgeben konfiguration kürzen löschen versetzung südafrika ausnahmsweise erlauben privat iphones mdm anmelden löschung anfangs versetzung erfolgen verständnis freundlich
1894,1198,INC000009487001,4-Minor/Localized,4-Low,Service Request,EDA_S_Betrieb Übermitttlungssysteme,Frage TC-0 1 2 3 ,"guten tag  kurze frage: bei unserem tc-0 1 2 3 erscheint ein «alarm»-symbol, dabei steht «message server backup battery low». besteht da handlungsbedarf?  freundliche grüsse",,fragen tc0 tag kurze fragen tc0 erscheinen alarmsymbol message server backup battery low handlungsbedarf
